"CountryCode","SeriesCode","DESCRIPTION",
"LUX","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"LUX","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, STATEC",
"LUX","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LUX","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","BX.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LUX","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Non-resident tourists staying in all types of accommodation establishments; including youth hostels, tourist private accommodation and others.",
"LUX","SP.POP.GROW","Data source: Eurostat",
"LUX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LUX","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","IT.NET.BBND","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LUX","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","MS.MIL.XPND.ZS","1960-2006 SIPRI estimates.",
"LUX","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"LUX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LUX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LUX","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","IS.RRS.PASG.KM","Source: OECD",
"LUX","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"LUX","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"LUX","IT.CEL.SETS","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LVA","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","SP.DYN.CDRT.IN","Data source: Eurostat",
"LVA","MS.MIL.XPND.CD","2017 highly uncertain data.",
"LVA","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"LVA","IT.MLT.MAIN.P2","Ministry of Transport.",
"LVA","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LVA","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia",
"LVA","PA.NUS.FCRF","Data are reported in Latvian lats until 2013, in euro from 2014.",
"LVA","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LVA","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia",
"LVA","IT.NET.BBND.P2","Ministry of Transport.",
"LVA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LVA","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","IT.NET.USER.ZS","Ministry of Transport.",
"LVA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LVA","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia",
"LVA","MS.MIL.XPND.CN","2017 highly uncertain data.",
"LVA","IT.CEL.SETS","Ministry of Transport.",
"LVA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LVA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Arrivals of non-resident visitors at national border. Data by State Border Guard.",
"LVA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LVA","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"LVA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LVA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LVA","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). From 2012 source: Household survey.",
"LVA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LVA","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","MS.MIL.XPND.ZS","2017-2018 highly uncertain data.",
"LVA","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","IS.RRS.PASG.KM","Source: OECD",
"LVA","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","IS.RRS.GOOD.MT.K6","Source: OECD",
"LVA","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","IT.NET.BBND","Ministry of Transport.",
"LVA","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LVA","IT.CEL.SETS.P2","Ministry of Transport.",
"LVA","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LVA","SP.DYN.CBRT.IN","Data source: Eurostat",
"LVA","IT.MLT.MAIN","Ministry of Transport.",
"LVA","SP.POP.TOTL","Data source: Eurostat, Central Statistical Bureau of Latvia",
"LVA","SP.POP.GROW","Data source: Eurostat, Central Statistical Bureau of Latvia",
"LVA","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LVA","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MAC","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAC","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAC","IT.CEL.SETS.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MAC","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAC","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MAC","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MAC","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2001: country data.",
"MAC","IT.MLT.MAIN","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAC","SM.POP.TOTL","Estimates are derived from data on foreign-born population. As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China. For purposes of estimation, no change was made in the time series estimates for Macao because of its change in status.",
"MAC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MAC","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MAC","IT.MLT.MAIN.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"MAC","IT.NET.BBND","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAC","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAC","IT.CEL.SETS","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAC","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAC","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAC","IT.NET.BBND.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MAC","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAC","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 2008: according to Statistics and Census Service, the visitor arrivals figures from year 2008 onward will not include other non-residents namely workers, students, etc.",
"MAC","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAC","IT.NET.USER.ZS","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MAR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","MS.MIL.XPND.ZS","1968-1969 SIPRI estimates.",
"MAR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MAR","IT.CEL.SETS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAR","NY.GDP.PCAP.KD.ZG","Includes Former Spanish Sahara.",
"MAR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAR","NY.GNP.PCAP.KD","Data cover Western Sahara.",
"MAR","NY.GDP.PCAP.KN","Data cover Western Sahara.",
"MAR","NY.GNP.PCAP.CN","Data cover Western Sahara.",
"MAR","SP.POP.0014.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","NY.GNP.PCAP.CD","Data cover Western Sahara.",
"MAR","MS.MIL.XPND.GD.ZS","1968-1969 SIPRI estimates.",
"MAR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MAR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MAR","IT.MLT.MAIN","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAR","IT.NET.USER.ZS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAR","IT.CEL.SETS.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IS.RRS.GOOD.MT.K6","Source: OECD",
"MAR","NY.GNP.MKTP.PP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.PP.KD","Data cover Western Sahara.",
"MAR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MAR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAR","NY.GDP.PCAP.PP.CD","Data cover Western Sahara.",
"MAR","NY.ADJ.NNTY.PC.KD","Data cover Western Sahara.",
"MAR","SP.POP.0014.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","NY.ADJ.NNTY.PC.CD","Data cover Western Sahara.",
"MAR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MAR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAR","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"MAR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAR","IT.NET.BBND","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MAR","NE.CON.PRVT.PC.KD","Data cover Western Sahara.",
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","NE.CON.PRVT.PC.KD.ZG","Includes Former Spanish Sahara.",
"MAR","MS.MIL.XPND.CN","1968-1969 SIPRI estimates.",
"MAR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","SP.POP.1564.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MAR","NY.GNP.PCAP.KD.ZG","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KN","Data cover Western Sahara.",
"MAR","NY.GNP.PCAP.PP.CD","Data cover Western Sahara.",
"MAR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Including nationals residing abroad.",
"MAR","NY.GDP.PCAP.KD","Data cover Western Sahara.",
"MAR","NY.GDP.PCAP.CN","Data cover Western Sahara.",
"MAR","NY.GDP.PCAP.CD","Data cover Western Sahara.",
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","NY.GNP.PCAP.PP.KD","Data cover Western Sahara.",
"MAR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MAR","IT.NET.BBND.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.POP.1564.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.POP.65UP.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MAR","IT.MLT.MAIN.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","MS.MIL.XPND.CD","1968-1969 SIPRI estimates.",
"MAR","SP.POP.TOTL.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.TOTL.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MCO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MCO","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments.",
"MCO","SP.DYN.CDRT.IN","Data source: Eurostat",
"MCO","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MCO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MCO","SP.DYN.CBRT.IN","Data source: Eurostat",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDA","NY.GNP.PCAP.KD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KN","Excludes Transnistria.",
"MDA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDA","SP.POP.DPND.OL","Including Transnistria.",
"MDA","NY.GDP.PCAP.KD.ZG","Excludes Transnistria.",
"MDA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDA","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","IS.RRS.PASG.KM","Source: OECD",
"MDA","EN.POP.DNST","Excludes Transnistria.",
"MDA","IT.CEL.SETS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","SP.POP.TOTL","Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
"MDA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Visitors who have benefited from tourism services provided by the tourism agencies and tour operators (titulars of tourism licences).",
"MDA","SP.DYN.TO65.FE.ZS","Including Transnistria.",
"MDA","IT.NET.BBND","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","NE.CON.PRVT.PC.KD","Excludes Transnistria.",
"MDA","SP.POP.0014.TO.ZS","Including Transnistria.",
"MDA","NE.CON.PRVT.PC.KD.ZG","Excludes Transnistria.",
"MDA","SP.POP.1564.FE.ZS","Including Transnistria.",
"MDA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","SP.POP.GROW","Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
"MDA","NY.GNP.PCAP.KD.ZG","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KN","Excludes Transnistria.",
"MDA","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. 1995-2003: Visitors who have benefited from tourism services provided by the tourism agencies and tour operators (titulars of tourism licences). From 2004: non-resident tourists staying in all types of accommodation establishments; Excluding the left side of the river Nistru and the municipality of Bender.",
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","SP.POP.1564.MA.ZS","Including Transnistria.",
"MDA","SP.POP.BRTH.MF","Including Transnistria.",
"MDA","NY.GDP.PCAP.CN","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria.",
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria.",
"MDA","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible, but not participating in 2020 and 2021.",
"MDA","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","IT.NET.BBND.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.DPND","Including Transnistria.",
"MDA","SP.DYN.CDRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.DPND.YG","Including Transnistria.",
"MDA","SP.POP.65UP.MA.ZS","Including Transnistria.",
"MDA","SP.POP.65UP.FE.ZS","Including Transnistria.",
"MDA","SP.POP.1564.TO.ZS","Including Transnistria.",
"MDA","IT.MLT.MAIN.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Transnistria.",
